,,,refusal_rate,refusal_rate,refusal_rate,refusal_rate,refusal_rate,refusal_rate,refusal_rate,refusal_rate,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_std,subtrait_score_std,subtrait_score_std,subtrait_score_std,subtrait_score_std,subtrait_score_std,subtrait_score_std,subtrait_score_std
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",conscientiousness,perfectionism,0.0,0.39166666666666666,0.0,0.45,0.0,0.4,0.0,0.43333333333333335,2.433333333333333,2.709724137931034,2.275,2.5611333333333333,2.275,2.824392857142857,2.283333333333333,2.813241379310345,0.43516412546527095,0.7825746836359967,0.3033576471245871,0.5851676879224498,0.39582955231104033,0.6984502601281039,0.5031509907972257,0.7967372597561532
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",conscientiousness,prudence,0.0,0.375,0.0,0.44166666666666665,0.0,0.35833333333333334,0.0,0.5166666666666667,3.525,3.2930344827586207,3.6166666666666667,3.5,3.725,3.7278000000000002,3.65,3.5678888888888887,0.4704638210283037,0.6438141081953159,0.5560534167675356,0.5580934381573445,0.3734161956482521,0.847859471114536,0.5477225575051661,0.8259442770053853
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",emotionality,anxiety,0.0,0.4583333333333333,0.0,0.49166666666666664,0.0,0.5583333333333333,0.0,0.48333333333333334,2.875,2.8505862068965517,3.091666666666667,2.8303928571428574,2.8666666666666667,2.8365384615384617,3.025,2.8154642857142855,0.47229264744180205,0.7191162988220522,0.518965039905077,0.7354635897166779,0.6686751354593717,0.8056635640647642,0.40123731046644323,1.0463330849223755
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",emotionality,dependence,0.0,0.5416666666666666,0.0,0.4,0.0,0.44166666666666665,0.0,0.375,2.975,2.854925925925926,2.925,2.5278,3.025,2.7442758620689656,2.8833333333333333,2.4611,0.4012373104664431,0.7775377767684308,0.38924108299311777,0.7377020892025405,0.43226548355826666,0.7095310773699025,0.5158410162278573,0.7776535151693021
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",emotionality,fearfulness,0.0,0.5166666666666667,0.0,0.4666666666666667,0.0,0.4583333333333333,0.0,0.5,3.05,2.887807692307692,3.1666666666666665,2.609137931034483,3.125,2.425206896551724,2.9166666666666665,2.645857142857143,0.6137785740240813,0.6744977402026352,0.5014347231785962,0.8454880553409008,0.3580960187166142,0.9631895073626976,0.5545009146681512,0.9701541578260076
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",emotionality,sentimentality,0.0,0.475,0.0,0.4666666666666667,0.0,0.38333333333333336,0.0,0.5166666666666667,2.625,2.0982142857142856,2.341666666666667,2.1944999999999997,2.558333333333333,2.0574827586206896,2.2666666666666666,2.1607142857142856,0.556118010299352,0.8525722455384259,0.47562723257590717,0.770412730854098,0.3753350993200732,0.8695022229779212,0.39355438947020305,0.7019639569275596
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",extraversion,liveliness,0.0,0.425,0.0,0.5166666666666667,0.0,0.525,0.0,0.5583333333333333,2.7666666666666666,2.7053928571428574,3.0416666666666665,2.4880714285714283,3.1166666666666667,2.0916333333333332,3.1083333333333334,2.2113214285714284,0.4449589933321119,0.6217278992355344,0.4783382393917174,0.7199627011208921,0.5443017249798974,0.6983543949310695,0.48103396778285784,0.6598821473662538
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",extraversion,sociability,0.0,0.4,0.0,0.425,0.0,0.48333333333333334,0.0,0.45,2.566666666666667,3.0565357142857144,2.525,3.1139,2.5,3.316666666666667,2.3833333333333333,2.886892857142857,0.5411248395278329,0.6111078877981372,0.5266599373933549,0.875233381683876,0.41000420519290043,0.9246952651189113,0.4439892304793093,0.9207845020450492
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",extraversion,social boldness,0.0,0.44166666666666665,0.0,0.4666666666666667,0.0,0.4083333333333333,0.0,0.5583333333333333,2.975,3.149448275862069,3.033333333333333,3.1724137931034484,3.058333333333333,3.209758620689655,2.925,3.212925925925926,0.4840116128558387,0.8229703859542186,0.6253734516454855,0.6477843290369202,0.4673998755649823,0.8326422081530755,0.5175789128572401,0.9401070694310845
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",extraversion,social self-esteem,0.0,0.44166666666666665,0.0,0.4666666666666667,0.0,0.4,0.0,0.3333333333333333,3.066666666666667,2.4167,2.8916666666666666,2.5718275862068967,2.925,2.5086206896551726,3.15,2.4583,0.5330998051949096,0.9052581704532767,0.3921829563664997,0.7472408327098872,0.5175789128572403,0.6261469141727674,0.4131460458148109,0.8813152064406062
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",honest-humility,fairness,0.0,0.325,0.0,0.275,0.0,0.3333333333333333,0.0,0.2916666666666667,3.175,3.4856206896551725,3.433333333333333,3.7000333333333333,3.7083333333333335,3.8000333333333334,3.5083333333333333,3.816666666666667,0.587770480656382,0.8419472503748635,0.5869754934280115,0.7882990192041095,0.7134282620260226,0.7213349924025367,0.37990092477339155,1.0388119651075332
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",honest-humility,greed-avoidance,0.0,0.38333333333333336,0.0,0.49166666666666664,0.0,0.4,0.0,0.4083333333333333,3.566666666666667,3.2611,3.625,2.959793103448276,3.716666666666667,2.8994827586206893,3.6666666666666665,3.0278,0.5450930533235672,1.0463039167502415,0.3814107207867059,0.7567895715884467,0.4945100907818338,0.7229333905638321,0.5306686305052325,0.8765513695433234
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",honest-humility,modesty,0.0,0.44166666666666665,0.0,0.525,0.0,0.4666666666666667,0.0,0.44166666666666665,2.7,2.516633333333333,3.158333333333333,2.732178571428572,2.9916666666666667,2.270103448275862,3.058333333333333,2.137896551724138,0.5102399705885525,0.9311454378542494,0.592639236270951,0.6958680725098862,0.5779099281527107,0.8123977889480526,0.5114353252895453,0.8945380429835437
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",honest-humility,sincerity,0.0,0.375,0.0,0.38333333333333336,0.0,0.4,0.0,0.5,3.2333333333333334,3.2582999999999998,3.0166666666666666,3.0115172413793103,3.0083333333333333,3.355566666666667,2.933333333333333,3.1321724137931035,0.44977644510880355,0.879799708789567,0.5683207771559355,0.6226587359684537,0.5550836118027213,1.108994129002007,0.5529440536227708,1.0804695761223952
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",openness to experience,aesthetic appreciation,0.0,0.39166666666666666,0.0,0.525,0.0,0.38333333333333336,0.0,0.425,2.9166666666666665,3.5416666666666665,3.066666666666667,3.4970714285714286,2.9916666666666667,3.7277666666666667,2.9833333333333334,3.7360666666666664,0.4927637283262872,0.7346481369046487,0.43516412546527083,0.8140796634314719,0.4072793105248647,0.8418963276061854,0.4301830671520763,0.6645716760769136
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",openness to experience,creativity,0.0,0.4583333333333333,0.0,0.4083333333333333,0.0,0.48333333333333334,0.0,0.48333333333333334,2.966666666666667,3.114185185185185,2.925,2.8482142857142856,2.8916666666666666,3.35348275862069,2.975,3.138888888888889,0.5200022104285469,0.8298445191274842,0.4555689886814903,0.5527957466968587,0.6041641894519171,1.1090152523970358,0.44697257495132814,0.8425921694999094
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",openness to experience,inquisitiveness,0.0,0.43333333333333335,0.0,0.5083333333333333,0.0,0.43333333333333335,0.0,0.475,2.925,2.293137931034483,2.9,2.1888666666666667,2.85,2.229931034482759,2.9166666666666665,2.1666206896551725,0.4602754048130988,0.5435820166883697,0.4982728791224398,0.6044437587329894,0.4761555816443135,0.7432590843726453,0.44204332236849214,0.8460201117920603
"Age : 29, Location : Mumbai, India, Background : Psychology graduate turned support specialist",openness to experience,unconventionality,0.0,0.44166666666666665,0.0,0.30833333333333335,0.0,0.49166666666666664,0.0,0.35,2.966666666666667,3.290206896551724,2.925,2.8792758620689654,2.841666666666667,3.413793103448276,2.9583333333333335,2.902733333333333,0.46299872147982657,0.5750744286804688,0.46027540481309887,0.5164366159802412,0.4756272325759072,0.8423567440440262,0.37187394354143377,0.7337670838442762
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",agreeableness,flexibility,0.0,0.09166666666666666,0.0,0.075,0.0,0.11666666666666667,0.0,0.10833333333333334,3.55,3.4055666666666666,3.558333333333333,3.5528,3.783333333333333,3.5,3.558333333333333,3.6834,0.5624760531301111,0.7076707145487123,0.4765326151831933,0.4701299453526029,0.40860007707843843,0.6115773275606339,0.6587714968465707,0.5567847104519876
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",agreeableness,forgiveness,0.0,0.125,0.0,0.1,0.0,0.06666666666666667,0.0,0.058333333333333334,3.075,2.9943999999999997,3.1083333333333334,2.8943999999999996,2.85,2.9528000000000003,3.1333333333333333,2.9583333333333335,0.6504308916615094,0.7561333854233155,0.523924733560825,0.622863055740904,0.5594023904871686,0.7417128080700591,0.5675618352053009,0.6476209157946589
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",agreeableness,gentleness,0.0,0.09166666666666666,0.0,0.16666666666666666,0.0,0.11666666666666667,0.0,0.13333333333333333,2.4916666666666667,2.469466666666667,2.3666666666666667,2.6667,2.1333333333333333,2.533266666666667,2.066666666666667,2.3055333333333334,0.6070112385105906,0.6145327764516172,0.5031509907972257,0.8007922434947652,0.36983997782203354,0.6818057127107819,0.5249521050950059,0.5424343426553613
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",agreeableness,patience,0.0,0.10833333333333334,0.0,0.10833333333333334,0.0,0.075,0.0,0.11666666666666667,2.8833333333333333,3.016633333333333,2.8833333333333333,2.8583,3.05,2.8861333333333334,3.1333333333333333,2.8444333333333334,0.42412858601049797,0.7011110632335693,0.55991583932448,0.5925566552281499,0.6708203932499368,0.6556351347243811,0.6322283160996199,0.5743653579106386
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",altruism,altruism,0.0,0.16666666666666666,0.0,0.13333333333333333,0.0,0.15833333333333333,0.0,0.10833333333333334,2.925,2.544433333333333,2.7916666666666665,2.7721999999999998,2.9583333333333335,2.7166,2.8583333333333334,2.7749666666666664,0.5950586757507252,0.6265943352118181,0.4599631419516383,0.6346626798870242,0.5948171746548412,0.7484794517254113,0.4673998755649823,0.524794112885749
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",conscientiousness,diligence,0.0,0.11666666666666667,0.0,0.13333333333333333,0.0,0.075,0.0,0.18333333333333332,2.941666666666667,2.6777666666666664,2.925,2.7111,3.1333333333333333,2.9,3.033333333333333,2.4694,0.5597233512058055,0.5413009032101203,0.5258408701210425,0.42083179947370397,0.5675618352053009,0.49973558525725764,0.439108291830185,0.6268503423658137
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",conscientiousness,organization,0.0,0.14166666666666666,0.0,0.2,0.0,0.125,0.0,0.19166666666666668,2.9166666666666665,2.6027666666666667,2.933333333333333,2.441666666666667,3.2,2.5999666666666665,2.8583333333333334,2.419366666666667,0.5957222989541892,0.6686867048142967,0.491011154682853,0.706845997631603,0.48866461243707415,0.5589837751845219,0.3921829563664997,0.8224532051810873
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",conscientiousness,perfectionism,0.0,0.10833333333333334,0.0,0.09166666666666666,0.0,0.09166666666666666,0.0,0.11666666666666667,2.3333333333333335,2.5833,2.433333333333333,2.4277333333333333,2.1666666666666665,2.5166666666666666,2.2,2.5555666666666665,0.5224830195777911,0.6850637095970684,0.4043584389207634,0.6669652802488831,0.41175263191029815,0.6799848037517701,0.432514699770125,0.6105281310886295
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",conscientiousness,prudence,0.0,0.058333333333333334,0.0,0.15833333333333333,0.0,0.10833333333333334,0.0,0.175,3.65,3.658333333333333,3.566666666666667,3.5389333333333335,3.7083333333333335,3.6778,3.6333333333333333,3.7111,0.4078962004540218,0.4340257686083764,0.541124839527833,0.6405120760299761,0.6368136377272414,0.7103896162645902,0.524130368971462,0.6615636310522477
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",emotionality,anxiety,0.0,0.20833333333333334,0.0,0.13333333333333333,0.0,0.125,0.0,0.16666666666666666,3.05,3.191733333333333,3.066666666666667,3.2055333333333333,2.8916666666666666,2.9055666666666666,2.9916666666666667,3.1861,0.530939310773028,0.8132543366573302,0.473128497041389,0.6534586356501436,0.6112569488122523,0.8034342958923847,0.5472633063131326,0.5273389507380593
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",emotionality,dependence,0.0,0.09166666666666666,0.0,0.09166666666666666,0.0,0.15833333333333333,0.0,0.175,2.975,2.880533333333333,2.8833333333333333,2.969466666666667,3.05,2.7333333333333334,2.9583333333333335,2.7388666666666666,0.5885033618396345,0.5163680679604379,0.5482469449469629,0.7069327985100107,0.6137785740240812,0.6866488503435806,0.5417219246792222,0.6008153502179111
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",emotionality,fearfulness,0.0,0.11666666666666667,0.0,0.15833333333333333,0.0,0.175,0.0,0.25,2.925,2.8250333333333333,2.8916666666666666,2.7111,2.8833333333333333,2.8333333333333335,3.1083333333333334,2.566666666666667,0.4312671785683961,0.7435673326343214,0.5401282308370174,0.7513919198669755,0.46763036783290735,0.6343065903604601,0.528022226108303,0.6504787803442638
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",emotionality,sentimentality,0.0,0.24166666666666667,0.0,0.225,0.0,0.2,0.0,0.15,2.5166666666666666,1.9971999999999999,2.283333333333333,1.7916666666666667,2.5416666666666665,2.3194333333333335,2.566666666666667,2.0639,0.5082650227325636,0.741651856238538,0.4988492504882049,0.6808343934205789,0.5089006632511608,0.6989656734373143,0.5869754934280114,0.5491827376296025
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",extraversion,liveliness,0.0,0.125,0.0,0.19166666666666668,0.0,0.13333333333333333,0.0,0.13333333333333333,2.95,2.616633333333333,3.1333333333333333,2.7027666666666668,2.8333333333333335,2.8360333333333334,3.091666666666667,2.777833333333333,0.5429802816004432,0.7573676501351668,0.5403276996309793,0.7475262967734421,0.5506005081183906,0.6838967195333707,0.6245113031932183,0.4497523520348943
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",extraversion,sociability,0.0,0.10833333333333334,0.0,0.18333333333333332,0.0,0.13333333333333333,0.0,0.10833333333333334,2.2916666666666665,2.519433333333333,2.275,2.3722,2.25,2.4361,2.433333333333333,2.4389,0.504647936912344,0.6075783862204932,0.41183985839828235,0.5223918729895376,0.5211062503347383,0.5829474661372688,0.560685130970988,0.5544561392435181
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",extraversion,social boldness,0.0,0.11666666666666667,0.0,0.14166666666666666,0.0,0.14166666666666666,0.0,0.16666666666666666,3.033333333333333,2.8972333333333333,3.033333333333333,2.8055000000000003,2.933333333333333,2.9722333333333335,3.025,2.880533333333333,0.4857154930922887,0.5350297886217585,0.375622089370405,0.6253147483329964,0.4685512030558214,0.7089164963876738,0.45651415357444625,0.48779742356513284
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",extraversion,social self-esteem,0.0,0.09166666666666666,0.0,0.20833333333333334,0.0,0.1,0.0,0.14166666666666666,2.908333333333333,2.7889,3.1333333333333333,2.4777666666666667,3.066666666666667,2.8722333333333334,3.0166666666666666,2.827833333333333,0.6313755280902678,0.6967849987497998,0.5403276996309795,0.7690157472641441,0.5124877346443714,0.5417173001975599,0.49971256105701495,0.6819283046212982
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",honest-humility,fairness,0.0,0.13333333333333333,0.0,0.11666666666666667,0.0,0.11666666666666667,0.0,0.06666666666666667,3.725,3.6750666666666665,3.658333333333333,3.2639,3.7083333333333335,3.5166666666666666,3.725,3.3472,0.6100805486671976,0.7984718565780051,0.6515344399467934,0.7119097361420148,0.6265784665248588,0.8485439591292326,0.5993890567730699,0.6077141115518963
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",honest-humility,greed-avoidance,0.0,0.14166666666666666,0.0,0.24166666666666667,0.0,0.13333333333333333,0.0,0.225,3.7333333333333334,3.4694,3.4916666666666667,3.229931034482759,3.8583333333333334,3.5611333333333333,3.6666666666666665,3.425,0.5645158641876596,0.7716596355281572,0.48013707333989764,0.7318203785782842,0.4765326151831933,0.7175200457770877,0.5847683498518929,0.7159479368472698
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",honest-humility,modesty,0.0,0.125,0.0,0.11666666666666667,0.0,0.13333333333333333,0.0,0.075,3.1333333333333333,2.880533333333333,2.9833333333333334,2.9611,2.9,2.7778,2.966666666666667,2.7971999999999997,0.5158410162278573,0.7883514765475566,0.5568280446101541,0.7005620083805622,0.45769286494404704,0.7089556865680967,0.5713464637233658,0.5209738493668737
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",honest-humility,sincerity,0.0,0.125,0.0,0.075,0.0,0.18333333333333332,0.0,0.13333333333333333,3.325,3.2861333333333334,2.9166666666666665,3.0722,3.0,3.5222333333333333,2.841666666666667,3.2027666666666668,0.4786385145244864,0.8355350023965992,0.5014347231785963,0.7668104292996795,0.5453565742736107,0.7201041439687177,0.5550836118027213,0.6718609094218798
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",openness to experience,aesthetic appreciation,0.0,0.11666666666666667,0.0,0.18333333333333332,0.0,0.1,0.0,0.09166666666666666,3.1083333333333334,3.1917,2.9833333333333334,3.5416666666666665,2.925,3.2278000000000002,3.033333333333333,3.2611333333333334,0.5597233512058055,0.6941995713248361,0.4351641254652709,0.7706263611541893,0.42115399755335625,0.7514429062672096,0.567561835205301,0.7046602866206026
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",openness to experience,creativity,0.0,0.16666666666666666,0.0,0.06666666666666667,0.0,0.125,0.0,0.1,2.9166666666666665,2.8444333333333334,3.033333333333333,2.966666666666667,3.025,2.8777666666666666,3.1,3.1639,0.5622205563860045,0.5177528156957909,0.6589350516544483,0.6145708529806253,0.5736678721927931,0.4945718234045964,0.6486059321131851,0.6668259530973115
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",openness to experience,inquisitiveness,0.0,0.13333333333333333,0.0,0.175,0.0,0.125,0.0,0.15833333333333333,3.0,2.6416666666666666,3.125,2.6472333333333333,3.175,2.7721999999999998,2.825,2.5972333333333335,0.5570860145311556,0.6591407328842047,0.3580960187166142,0.6960714729123,0.6198929273506114,0.6737524051521271,0.5379959620409932,0.9469306016640375
"Age : 42, Location : Lagos, Nigeria, Background : Former emergency dispatcher",openness to experience,unconventionality,0.0,0.10833333333333334,0.0,0.08333333333333333,0.0,0.14166666666666666,0.0,0.05,2.8833333333333333,3.0972333333333335,3.175,2.9305333333333334,2.9833333333333334,2.8110666666666666,3.158333333333333,2.9166666666666665,0.5675618352053009,0.5279971710565106,0.5258408701210425,0.5761365219754975,0.5166759361422841,0.5756926223274872,0.7295585974590642,0.6874992330194258
