persona_uuid,truthful_proportion_correct,truthfulqa_rank
103109b0-5e10-4577-bde6-96e2a7e63a76,0.4195906432748538,85
1045aa24-efbb-460b-a671-3bd275692848,0.49853801169590645,31
118c23b1-122b-4be1-b29a-de4b4f90d218,0.3611111111111111,120
1215d87f-07a4-48e9-add8-2d690f80493d,0.3508771929824561,124
13538e99-9c52-4ad5-8a97-3de408e7c74a,0.49415204678362573,34
13fd87c9-20df-401b-8104-5d3ab240a4b8,0.4298245614035088,78
145589a5-c288-4570-b035-869f14380678,0.44590643274853803,67
1464becc-1ec2-4e82-a8f8-dd15075e9212,0.43567251461988304,74
146b22b9-9f2a-4284-bcea-31a27b9f1997,0.4371345029239766,73
157c2f4e-5709-41d2-8611-d31c54e495cd,0.4853801169590643,40
15d8ba70-2a0b-4743-be4c-f97f47ca3fab,0.40058479532163743,98
16155acc-370e-4e42-a194-795b188dc1d5,0.44883040935672514,65
17d8fbb6-0966-427f-b6e3-59ad68edeb70,0.41228070175438597,90
185f312a-92fb-48e1-8fb7-ce5e9bb1d557,0.5131578947368421,21
1930b296-ff52-42db-9c09-de2e8e07986f,0.4590643274853801,58
194fcf2a-8fff-49c1-9291-950b1bc073d9,0.358187134502924,122
19d1158b-b868-481e-b352-6b8e25f5deac,0.391812865497076,104
1a21c39f-f69c-4c01-9806-209d8a5fbeb8,0.3742690058479532,115
1ae789c4-75ac-4c81-afef-af62735161d7,0.41812865497076024,86
1b380788-aeae-48cb-abb3-15c02ff37436,0.4956140350877193,33
1c82bc7a-768c-43ef-8f5a-8a77d6b79e22,0.5745614035087719,1
1cbe9118-e66a-489e-a64b-9a1e5304985b,0.42105263157894735,84
1ce3c3ed-adf1-40d8-8fc9-d04098dd802f,0.44590643274853803,67
1cf54ab8-97ec-4e84-9842-9bc2a212974a,0.5219298245614035,15
1da3d70a-83bc-4127-ba58-a7e7db137af0,0.40058479532163743,98
1e5e8019-7abc-41cb-8f9b-98251884cb01,0.49707602339181284,32
1ec03f25-9b40-44f9-8b0a-c9814a4bbdec,0.39766081871345027,100
1ec088da-71f9-4a95-9465-2d5b14f65798,0.5131578947368421,21
1f29ab95-8460-4c0a-aed1-c01d0455d8a2,0.5058479532163743,26
1f2efe15-afff-4382-8a01-5a574572e250,0.4853801169590643,40
200caccb-eb54-46c8-ac48-ccca0a38ba4f,0.4780701754385965,45
20d1ce4c-a725-4b80-9fa1-1651b4de9e1e,0.3830409356725146,109
2119b84e-186c-4153-bc6f-24f5434546c1,0.40789473684210525,93
23356d79-02b3-4953-abc8-d1ddda3aba65,0.4722222222222222,49
234a2e7e-5bec-46ca-a1f3-c9b2156a434c,0.4195906432748538,85
23feee3f-1740-4326-9442-cbd07913b2b3,0.5453216374269005,5
251d8008-4e4a-42bb-9927-8c2e3642abe3,0.47953216374269003,44
2554aa98-24dd-48b4-af97-f7b0979266e1,0.49122807017543857,36
25c1947d-9aff-4d15-93e3-7d7b45687f76,0.48099415204678364,43
27182fcd-a003-48f2-87bd-e7c53ff5cd49,0.4678362573099415,52
27c8e088-977a-445d-b3ca-eeb8dc30e5b1,0.4502923976608187,64
27ecc060-f4e3-4444-828c-1a7df507b243,0.38011695906432746,111
2820c2bc-4bff-4f48-9987-e2cf78a83779,0.48830409356725146,38
2887f4b7-071a-4f19-96e5-59fc1c23a3de,0.5102339181286549,23
2893d008-fd5d-43b7-b27d-b11f2433226b,0.32894736842105265,128
293b9c6b-923d-4fbd-a8ff-820fc17dd25f,0.4298245614035088,78
29b66443-b2b7-4713-a332-5dc28e45e832,0.5350877192982456,9
2a46269c-ccb6-4a7f-a7db-e2a4b01efedb,0.3216374269005848,129
2a6971ec-4efd-4502-92d7-3a102f18b009,0.44883040935672514,65
2b7f820b-2dc5-47f4-a7e6-ed5486d28821,0.45321637426900585,62
2bc28caa-91cb-478f-b5f5-18066abe4c67,0.4824561403508772,42
2bc49712-c49f-4a40-af2f-6666b2d1dab8,0.46345029239766083,55
2c0de2b9-19c0-4406-80dc-292a85b319b5,0.4590643274853801,58
2c514e71-fa92-4000-a7dc-800e9b93f40b,0.4780701754385965,45
2d9e06a3-7f2c-491f-94e1-95dc74d551c1,0.4956140350877193,33
2e092b92-e97d-464c-9683-335ac488fcba,0.43567251461988304,74
2f0d2631-95e0-4a45-a429-38abfd159698,0.5263157894736842,13
2f8ef481-7495-4f3f-beca-11cbb028e4b7,0.4283625730994152,79
2fb184ff-696b-498b-b129-15833ca60159,0.42543859649122806,81
2ffb33fc-11cd-4c52-b19c-f75bac9a3059,0.4342105263157895,75
3005f7be-ecd3-488f-84c1-e8c1d5d24684,0.4678362573099415,52
315bb442-474a-40c5-aba8-c8c34107f4dc,0.47953216374269003,44
318adc41-c70a-4e67-ba63-f15467e24662,0.4722222222222222,49
322dc197-3246-48b0-9d87-6954f9fdeffd,0.5365497076023392,8
32952431-5270-4079-bf76-d081ff53e9f2,0.4195906432748538,85
3365ff61-4ec6-4899-8a85-313b009625df,0.4473684210526316,66
35a55870-b954-4646-b473-1f3e8e92de54,0.3888888888888889,106
368e7d5e-0c68-43f6-af77-bb5110162265,0.4868421052631579,39
36eee2cc-02c2-4836-a9b1-56f61f87c0c2,0.3757309941520468,114
375f6549-0a89-4607-97eb-3cad420b8153,0.40789473684210525,93
378173cf-9fac-453d-bb68-c65ffe9fb984,0.42543859649122806,81
378b5050-661c-4102-bc38-ee9cc0492d4d,0.4502923976608187,64
37c66c48-aa2b-42b6-b053-9a141808164b,0.5102339181286549,23
38e06382-816c-4ee7-bedc-c6a18f626cfc,0.43567251461988304,74
39c6c4c9-fcf5-4724-a85a-0604d1871a92,0.47368421052631576,48
3a051c05-7ee9-45bb-b52a-418d32ba8be0,0.46637426900584794,53
3abec066-e1bf-48c4-8bf2-02d697544c97,0.4692982456140351,51
3af76e4b-2bb1-4110-93f7-f359c03d8213,0.42543859649122806,81
3b1699d3-8194-4317-850c-a470b4037da4,0.52046783625731,16
3b271269-1b01-4be4-abdb-542684983a7d,0.47076023391812866,50
3b3d0f33-86e7-4ead-9295-229ef0de00f5,0.41228070175438597,90
3b95face-fd40-4e8b-be26-1428591e4d87,0.44883040935672514,65
3b9a4b29-46c3-48d6-aa78-e6d35e9f1fdd,0.4780701754385965,45
3c59a3a5-f51d-498f-9d63-3eaf899e934d,0.4327485380116959,76
3ca21d9c-b99a-4ec4-9ca2-c49d11bda16b,0.44005847953216376,71
3cf44ebb-0939-401a-bc52-47d737f72fac,0.4473684210526316,66
3e0f7953-6550-4880-8984-1e4e9f7ed5cb,0.4195906432748538,85
3f21ec51-2a6f-4c35-ad11-e35ea6f61b16,0.44005847953216376,71
3f373b4c-efd5-443f-b646-26ad9c1cd0b5,0.5248538011695907,14
40cb9a8f-86da-4afe-bc36-7b5d7ffa64de,0.4239766081871345,82
4113db8f-4cd7-48df-ba91-d6d7b4048d53,0.4605263157894737,57
417cecfa-e3af-421f-85c1-fa96a2ce8c7a,0.4152046783625731,88
41e292f9-755e-4d23-b784-981100dfc6dc,0.38011695906432746,111
422f71f5-ad64-4ec6-9f74-4cbd93692048,0.4502923976608187,64
42cae69e-b09a-460a-8646-ec9b8249dbaf,0.46345029239766083,55
439ba05e-b16f-46c9-8368-04c4f0f53033,0.38742690058479534,107
43b01254-574a-48c1-b1bd-9fb2194f33b6,0.42543859649122806,81
440bd17d-3ebc-4636-92af-954ef72f6d13,0.4473684210526316,66
44b20f70-d6ee-4ffa-9b69-40b27a86753f,0.4108187134502924,91
45645093-9288-4f6d-a720-c7060d04783a,0.3991228070175439,99
456bb2c9-3cbe-44e3-bcbc-a2fca76da034,0.4590643274853801,58
45e799a2-664e-4889-8b1f-9c5862239929,0.46637426900584794,53
45fd8b19-0eba-4d45-9b5c-fd5ccaf782af,0.4956140350877193,33
46aa5dff-71af-4dfe-bcb0-d770c6ba59d0,0.37280701754385964,116
484f7761-ea90-4e2f-88e3-c5bd75eeeeea,0.36988304093567254,117
486a5814-5407-4ff8-85a8-e0951c8ed115,0.4605263157894737,57
487d7a6e-4b63-4912-81f9-0e463c30586d,0.41228070175438597,90
48832bd0-7001-4cd0-92c4-92dbaff7d532,0.4415204678362573,70
488ebc18-8e2d-48d9-b2ab-67ec1e0309ed,0.4868421052631579,39
49069a62-a24d-417d-b69e-d27c2c19aa8d,0.4517543859649123,63
49802e28-77c6-4dfe-9a12-80730d5b55a5,0.37719298245614036,113
4a689a21-44a8-47da-a202-4aac99f0e695,0.4619883040935672,56
4a9cb4cd-94c7-438f-8294-8ae1409b668b,0.4590643274853801,58
4abf3bba-724f-4612-a24d-1cc2e647b1d6,0.5073099415204678,25
4bcfec2b-3e35-4d14-aad5-0c621978ce6b,0.38742690058479534,107
4cd21a40-2433-4c7d-84a9-e5e8aebd6955,0.49853801169590645,31
4d17b93e-9ab8-4ddd-ae32-1f9dfad421cd,0.4137426900584795,89
4d5ec402-9ba4-435a-bb55-ead996d17711,0.45614035087719296,60
4da61ed5-42ba-4329-88a4-8b8109ac60af,0.40789473684210525,93
4e0833cb-88e4-4c96-aecc-b057a18aca1e,0.5190058479532164,17
4e1066c3-3b4d-480f-bb07-4cbafeee1073,0.4605263157894737,57
4ff89819-c049-4450-9271-49b0478a8597,0.402046783625731,97
5007c856-04e6-4d70-9ad6-83285f2d0d2a,0.46345029239766083,55
503c2977-8964-4d33-be86-6cf45a5787a8,0.4722222222222222,49
511f4d02-6ad5-46a2-a051-1784286556eb,0.41228070175438597,90
51d5ef31-d869-4976-a98d-716931cc24f2,0.402046783625731,97
51dec43f-5f8d-40b7-a328-b2156218f6d9,0.38742690058479534,107
520518fc-9419-4750-884e-0b873e26e575,0.42251461988304095,83
52e7413b-4bc3-41ff-8bfa-0d9942e98708,0.47368421052631576,48
534c668e-e6ba-4307-84f3-5452a735a2fe,0.45760233918128657,59
53c30d77-4599-4e35-a190-6a646bef9c9b,0.52046783625731,16
54689934-366f-425b-aeca-634cf22871dd,0.4371345029239766,73
562fdf77-6aad-42c7-bffa-c58fd33b0895,0.4239766081871345,82
568da467-978e-414c-8279-5feb7f12eaf8,0.52046783625731,16
56df3095-4aa6-49f0-ad17-eda8dd804f63,0.43859649122807015,72
56f1adf7-1283-4e31-a35c-f2bffaba397a,0.37280701754385964,116
5796ced4-22f7-49b2-a767-9aa95f2f12e9,0.48099415204678364,43
581d5126-bafa-4459-a7e9-9692c9a4df93,0.49707602339181284,32
58218834-2b9e-4dcc-8d42-47c2e54cfa19,0.4342105263157895,75
587e27ae-d224-42b4-98c3-babc91d6b504,0.48830409356725146,38
58e3324b-f2cb-4368-8c18-95cb6c59c07b,0.36257309941520466,119
59969361-dcc1-4647-a4d5-69561b325fd1,0.4269005847953216,80
59b70a72-5c4c-4b47-99e7-8ee5c3523201,0.37719298245614036,113
5aa12b7d-a25d-4062-a39d-fb7f85b53d41,0.45760233918128657,59
5c505f9b-8eb5-42ca-ba5a-4b9033502678,0.48830409356725146,38
5c8f7b93-f055-4693-86e1-ddd575cbaed7,0.38742690058479534,107
5db5c3c7-ee47-4caf-a9a7-b7a151bb858d,0.4195906432748538,85
5dced413-610b-4154-a019-cf2a97e85040,0.45760233918128657,59
5e02eaa6-c46c-4dd8-a562-151ea5837c25,0.44883040935672514,65
5e034e13-98cb-4a16-b1f5-3207af8749da,0.47514619883040937,47
5ec6b023-d4b3-48e4-9c57-e441c2f198af,0.3932748538011696,103
5ec84373-4e0e-4409-93bb-43f0d5cfb913,0.38596491228070173,108
5fa9653b-4389-4fcf-b819-9426ae2be870,0.4868421052631579,39
605db9da-63bf-42a0-ba15-e9f8a16444ca,0.40350877192982454,96
609dae5e-9e3f-4de4-b1c9-25758da1be2a,0.4152046783625731,88
63d2a3c3-27d3-4b25-8ac1-2d24c41e3bdd,0.4152046783625731,88
657b3be8-b0d8-41a0-b67a-e7a64ef0c252,0.49122807017543857,36
65c95f30-f4af-4a05-a2f8-f0c118ab5ac5,0.4692982456140351,51
662d9810-4b29-458c-88da-c944e2dac40e,0.4298245614035088,78
66580800-9081-4bf1-9837-aee96d0cc5f4,0.48099415204678364,43
6662aa93-d012-43f2-9f1c-a9ded4025992,0.4590643274853801,58
66dfcb47-e465-40a8-889f-2188cd951e8b,0.5043859649122807,27
67eca355-5ee7-486a-9381-5ebecf7c3c3e,0.49853801169590645,31
68dad1f1-79aa-4f7a-beaa-86659c038670,0.5160818713450293,19
694de410-cfe4-4c4c-895d-2bbd7a2ab500,0.47514619883040937,47
69509b25-5964-460d-95be-b67dddb2752e,0.564327485380117,3
69efdfe6-4ac7-4dd2-9963-1cb333bdb1c4,0.4956140350877193,33
69fc1d25-8dd0-41ca-9ea9-30a6453eb21f,0.4371345029239766,73
6a851c2b-7a96-44f1-8cee-f4c6f02d0686,0.4473684210526316,66
6a9b759d-513c-4c82-b135-e41b1b5c84a5,0.4327485380116959,76
6b340bec-ae50-4317-8c0f-bb82acb86c71,0.4415204678362573,70
6ba15a5d-9f99-4932-8038-cdc0aa0fd91c,0.4473684210526316,66
6bba39da-49eb-417a-a7fd-c9279d8ba6f7,0.4780701754385965,45
6bdf8209-96a1-4058-89db-25fa44896f54,0.49707602339181284,32
6c318e70-7057-4214-be19-53fa118a0db2,0.4766081871345029,46
6c4d93d4-b7bb-437b-a876-075aa1b622ec,0.4239766081871345,82
6c58a42a-7c84-4fa1-b23d-396c99844215,0.4473684210526316,66
6c61b30e-f942-4450-a1be-576bc76fadf3,0.5029239766081871,28
6dbba150-a95f-42ec-be41-1c1ffdfd1cec,0.4239766081871345,82
6f4fb280-0eb8-4f29-bddd-ab6b38efb9e6,0.4956140350877193,33
6f52bab2-c8f4-47e5-955d-e9bb661b2b1d,0.41228070175438597,90
6f9e2ef8-05dc-4377-8fbd-928474c3560c,0.4766081871345029,46
6fc8a038-95cf-444c-bb15-88e36564298c,0.5380116959064327,7
6fd0d836-1f5e-49a1-9cd0-d5c462091ae6,0.4780701754385965,45
70c356dc-a32a-40ef-b26c-3418f97f975a,0.43128654970760233,77
71059986-23f0-45a8-894b-87821200f800,0.37280701754385964,116
714dd9a3-0e92-43ec-9571-2540df71b1ab,0.4766081871345029,46
714e8675-09b4-4a33-977d-6eb59a9d16d6,0.4590643274853801,58
71c7d89b-33f9-493a-ad76-9889e24bfc48,0.46345029239766083,55
720ac3d6-54e7-460c-99df-f0d5ab0b4ed6,0.5292397660818714,12
72c1b701-c0ff-4845-bae1-dff612115790,0.45760233918128657,59
72c2aa5d-ca2b-4428-aa92-b232db58bdb3,0.48391812865497075,41
72d9453f-28ee-4308-9e46-4ea8bc1d3c50,0.4444444444444444,68
73054569-962f-4a35-89ab-78e8dea84d39,0.5146198830409356,20
73363b70-f1be-48ab-86a0-33ef869719ce,0.43128654970760233,77
73a28a47-e6c9-45d3-90ee-a850d0a29ebc,0.4342105263157895,75
75631053-443e-4376-a5e0-f9a72a09a7f0,0.42543859649122806,81
75bbd758-2e34-4146-84d0-68421fe8c757,0.4108187134502924,91
75db3e73-6e83-4256-9d92-52ffe667d3d1,0.5175438596491229,18
75f3351a-d6a5-4bcd-9a64-eb4bcb451322,0.4342105263157895,75
765dd17f-7a89-45ea-9ab8-7b22a1ded506,0.5,30
767e26ea-5f18-4495-a4ef-2b1c5a1dfc17,0.4415204678362573,70
772c5fa0-3582-48c8-8782-201848e764e7,0.4619883040935672,56
77834d00-ee2c-4da5-8ba6-07d5d6ab1a00,0.4926900584795322,35
786c3e0c-0c37-4533-9f0c-a26f5daaf31e,0.40058479532163743,98
799ad597-79c6-46a0-ac42-67472bc6ab07,0.4590643274853801,58
7b4cce75-4863-43c2-a27b-849d5ca881db,0.4239766081871345,82
7bc96c05-7e8c-4573-9531-ccb285e47062,0.4590643274853801,58
7bcf6576-fba7-45cb-af48-0127fcf0d43d,0.47953216374269003,44
7ca3f44c-f587-4d62-8dd3-1f042bda80e0,0.4678362573099415,52
7de56fe6-6427-45db-b268-d4ab9fad8e31,0.4269005847953216,80
7f07732f-d8c6-4d6a-a066-cff317a95de0,0.47368421052631576,48
7fb42464-d628-4643-bd2b-57d23372d02b,0.45760233918128657,59
81914447-9400-48d3-bfa0-b335fcaa0f62,0.5087719298245614,24
81941f92-6105-4850-b2bd-4a9741145f9f,0.4692982456140351,51
81d854b8-2513-41f4-9a9d-f6ae7ca2c991,0.5058479532163743,26
82ab8a1f-db8d-4f08-a922-9500ceb56189,0.3742690058479532,115
83b5a756-60bc-4c79-9114-ea06f9c9fbcb,0.43567251461988304,74
83e01deb-e6d2-4f57-b67b-0e5923b23571,0.4415204678362573,70
843bd9f8-dd99-4819-b48d-36c620d393ac,0.4766081871345029,46
84514071-289d-4838-bc1f-de0baad0767d,0.43128654970760233,77
848df57f-b3e7-470e-b44d-b465e51b59e1,0.40789473684210525,93
85df4683-7789-4cd5-acb9-0e190981d614,0.41228070175438597,90
86205f3d-558a-4422-a2c2-e7a23e5dbb00,0.4137426900584795,89
868e744b-8bb6-4b16-95bc-4f17e06fbf55,0.4342105263157895,75
869728ef-eb90-4e1b-84cd-ba9f39f29e63,0.43567251461988304,74
86a51ff5-5f38-4ea8-accb-073d61633220,0.4619883040935672,56
874e5508-c333-4454-8171-73c7ac4927fa,0.4371345029239766,73
879fea2a-75d8-4ba3-ac79-613e4425dde7,0.4546783625730994,61
89ada88e-0309-45b8-ac5e-af157d7d7458,0.4269005847953216,80
89c10389-f863-4e52-a26c-3bbdeb134c42,0.4502923976608187,64
8a6d8dc1-7a03-4f7c-9567-d4ed19544304,0.5219298245614035,15
8b27e9e9-2730-49c3-9a2a-d7b202e2145b,0.5263157894736842,13
8b9a6baa-f4df-432e-b90a-84fd3fa73598,0.5453216374269005,5
8b9f0d38-4c03-4877-9d0d-d76b28d8ac77,0.4517543859649123,63
8bfe3c0e-7a51-4fab-8b41-aefc5098df94,0.4283625730994152,79
8c40fc72-1d43-4e45-bffa-359027d7a24e,0.4327485380116959,76
8d783898-b74a-4bc5-bddf-075d7346f274,0.402046783625731,97
8d7edd1c-ba85-4d7e-b81f-9279dfac9d31,0.42543859649122806,81
8e4dea91-4f0e-44c8-83e8-1d342384b25c,0.4722222222222222,49
8f64b419-48ed-4872-8efa-c467b5d7f0d8,0.4678362573099415,52
8ffc793f-af42-45da-9dd9-8a742fe80ba3,0.5029239766081871,28
900c7536-4202-4540-9e2a-4f539d863a19,0.49122807017543857,36
905c977a-87e4-4b53-b371-860733743b33,0.4166666666666667,87
912ef31e-802f-4234-8ecb-c6fcc49b9ecb,0.391812865497076,104
9169dd39-0fe1-4d6f-ac90-ff15d65cd7f2,0.5131578947368421,21
935dc913-c9e8-4c27-900a-fb8bd3f610f6,0.47076023391812866,50
93662436-cb4b-4209-a438-b6a251e546aa,0.4064327485380117,94
93dc8818-4e9a-49a0-8c7d-6c6aebbfa760,0.4502923976608187,64
9400c796-ccb0-40db-9eff-73dc662b1007,0.5029239766081871,28
940ee9f2-e2ab-432d-90bb-826171da1222,0.36403508771929827,118
95c147b7-45ab-4888-a14b-eeefdc7e334f,0.45321637426900585,62
95c6865b-6149-4c3c-aa7f-52ea684961ad,0.5043859649122807,27
96e81558-cd84-41bd-8fac-ac4c7efc4c17,0.49415204678362573,34
97656e28-c8f1-4e12-a18a-ad5922c16639,0.533625730994152,10
97a32339-9618-4c53-9988-494212c6ccfa,0.4195906432748538,85
97ece6cf-4850-480f-b032-8b10693bc495,0.4195906432748538,85
982b73b3-ee79-43b3-80bb-6d03acec4b7b,0.41228070175438597,90
982f4751-7773-4cac-8a20-dd93abfa39e1,0.5599415204678363,4
9864381c-a94c-4541-8071-4cc76106c9eb,0.5292397660818714,12
989e1a39-f4b8-4408-a0df-a6a8d0ed2d91,0.4722222222222222,49
99c442be-d4c6-4aa6-8b06-a14d91a5f83f,0.5131578947368421,21
9a16a5d1-790f-441e-a31f-0dc15344d6c1,0.4269005847953216,80
9b5d5f04-9bed-4784-86f6-032a87c1a794,0.46345029239766083,55
9bb6c56d-8ea9-4fd8-bc16-bb2bc2bd9f9e,0.4502923976608187,64
9d3575e8-c23a-4124-9698-1b562e63489d,0.4722222222222222,49
9d3811c0-f783-4e7a-9312-c2d68d8b399b,0.4824561403508772,42
9df302a9-347e-4dfe-ac77-efd8ca1ee728,0.5175438596491229,18
9e2604fc-76c2-4a83-b5d9-4c8497b07a5c,0.29385964912280704,131
9ff37be8-c2d4-4487-a06b-77d271099b31,0.43128654970760233,77
a060c6b3-f695-4996-8a2a-2853f521a68d,0.5102339181286549,23
a14cb6d8-610a-4aa2-997c-25d414df29ae,0.402046783625731,97
a1ae662f-bdb7-4085-a315-c90d68185f23,0.45760233918128657,59
a21f3d33-9b2a-416e-9ba8-74426bbbf07e,0.42543859649122806,81
a28ea0d8-4a2f-4522-b092-2fc0fde9084f,0.5073099415204678,25
a296c769-1bcf-469b-9c49-c77ca459e891,0.4502923976608187,64
a423b5d4-50e4-45de-bdb0-2cd542f841a6,0.4152046783625731,88
a429c6c9-f88d-4917-b8c1-b6e35bab878d,0.4239766081871345,82
a4c99672-9a9c-421e-8612-a1999c4e84bb,0.40350877192982454,96
a4f8a2f8-d4eb-4ea5-a4ef-e9d70be94a98,0.5160818713450293,19
a5e9a129-8ada-42b9-8a91-231542b3d588,0.4064327485380117,94
a61dd82e-2723-4987-85f9-2d03c0d06032,0.37280701754385964,116
a66210a3-3cbf-4ad2-88ad-1fab0b1c9f0b,0.44005847953216376,71
a66234b6-49da-4806-9895-01efcb86b49e,0.5116959064327485,22
a67918b2-d838-4457-b0fe-46cc3aa0701f,0.49415204678362573,34
a68f30d2-af48-4280-b65c-6c152b47a319,0.28654970760233917,132
a6e6560a-ad9a-4c18-adb2-c9aea156959c,0.48099415204678364,43
a7c7f832-c857-4070-b085-0da7a184ae4b,0.4195906432748538,85
a8233d20-74b9-4e6e-a64e-76a859e7a136,0.4692982456140351,51
a8be90a1-24a1-4d6c-8c25-b2972e43db2b,0.4956140350877193,33
a929d51a-e459-4592-9088-233abf09258b,0.3362573099415205,126
a9680f18-c3e6-4b29-82e1-b721bd976111,0.4298245614035088,78
a9d3335b-4483-4fd2-9edb-e15ffe4daeda,0.5307017543859649,11
a9f0599d-6aab-4196-abc7-0d3356c7def0,0.3201754385964912,130
ab36175b-5f64-493d-b720-a1076b7ff1b2,0.3830409356725146,109
ac35b6de-e652-4e4b-84e8-e30cd650d7d6,0.4546783625730994,61
ac849dde-044b-437b-a25d-7adcaf6d2091,0.5058479532163743,26
ad39b7cd-c8b7-4efd-99af-85e843ab440e,0.4415204678362573,70
ad7f7c54-29f7-407c-9f40-b530cdd30a09,0.44005847953216376,71
adc07b59-22bb-4866-817a-1aa9c743b502,0.4868421052631579,39
af0d355f-74e1-411b-9b2b-8b76d4befce3,0.45614035087719296,60
afc79150-ccd9-499a-b90e-0254ba647d24,0.49707602339181284,32
b00a5cac-4d74-45d1-b962-7060958c8cb3,0.5043859649122807,27
b068aebf-219f-44e3-8465-51244cdc5249,0.4546783625730994,61
b08e1021-8562-4c3c-a808-39a3cf6507af,0.4619883040935672,56
b09fb167-b3bd-4a97-baf5-221e64028dc7,0.4649122807017544,54
b19c1a7c-b81d-4535-82c6-23619d145987,0.49415204678362573,34
b234c576-b01e-4b40-b8d6-790d00e6e17f,0.41812865497076024,86
b260a9fa-2317-426a-8640-aa9f393bba37,0.391812865497076,104
b2b37676-a16c-4204-ae9b-09e5010b4698,0.40350877192982454,96
b39df09e-2844-426b-a489-6a900d798260,0.5248538011695907,14
b42c9e11-e6de-4086-8372-22f6b74da23d,0.4590643274853801,58
b4e955f9-ccfc-4c31-84da-b393bf167ce6,0.4766081871345029,46
b56c0311-19a6-49bc-83c6-ad43f7f6f941,0.4152046783625731,88
b596e48f-1cc2-4c63-9279-72ed9bb55b25,0.49707602339181284,32
b5f6f504-df32-446f-82fe-ac6fdd96f4ea,0.4649122807017544,54
b69a0961-5388-4fe4-8c95-4b4c15743f84,0.4371345029239766,73
b7ab49d0-be96-4d8b-82ca-1f7bf02fb3f2,0.4064327485380117,94
b7ab4ebd-65cd-4e24-918f-ee1f3a2e8d4a,0.4590643274853801,58
b7bc8794-9d68-40fe-b7e0-f60225062e33,0.402046783625731,97
b85c4bb5-d39a-46a5-aea6-b506bdb6051a,0.39035087719298245,105
ba25092e-d725-479f-9e07-83f4fd81bca3,0.41812865497076024,86
ba29ef48-df3b-44c1-8137-e807d9e012ee,0.42251461988304095,83
ba61c44b-be20-4111-abbe-d5fc63445855,0.5248538011695907,14
ba8f316b-c688-484a-bf7f-5a03ecbbeee8,0.5058479532163743,26
bc7a5823-f70a-48f3-a716-bf88e675cd43,0.5657894736842105,2
bc93ec64-1a1f-42b9-a170-090be9a0e672,0.4780701754385965,45
bcb478d1-a361-4c21-89f9-2325d7c1045e,0.42105263157894735,84
bd0fe6d4-9831-4d5a-a504-57717918cfcb,0.4093567251461988,92
bd3f1c42-1c8f-4315-b1be-56b667fec298,0.45321637426900585,62
bd84d621-e3b0-4941-b7c4-444ad520b635,0.48391812865497075,41
bf83cf1d-8adb-4af9-95f3-b60a9b391389,0.45614035087719296,60
c0066c71-e84f-47d5-9217-b0999eddb709,0.44883040935672514,65
c113b89c-fef4-4bf0-a015-71a8adaf43fa,0.46637426900584794,53
c31964bd-9ddf-42fb-ae04-66f0ac7ba1e6,0.43859649122807015,72
c32df52d-cb91-431b-a712-fe0d4ce64a8f,0.44883040935672514,65
c3fcde1b-86b8-4978-a71f-6cc3521f6fe0,0.45614035087719296,60
c4426820-594d-47f9-82b8-ed33eee204f9,0.45321637426900585,62
c5353219-9795-408c-aae2-9348b7356dd3,0.47953216374269003,44
c535d5c3-2640-444c-a9c5-f7f8ce495838,0.35964912280701755,121
